0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
'188,'OB1K71 6 BRIDGE 9L,117.0,109.62,9.77,-88.0,100,12.27,88.0,100,19.2,-85.0,100,22.95,-54.0,100,27.62,91.0,100,32.29,-54.0,100,36.04,-54.0,100,40.72,91.0,100,45.39,-54.0,100,49.14,-54.0,100,53.81,91.0,100,58.48,-54.0,100,62.23,-54.0,100,66.9,91.0,100,71.58,-54.0,100,75.33,-54.0,100,80.0,91.0,100,84.67,-54.0,100,88.42,-85,100,95.35,88.0,100,97.85,-88.0,100
