0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
'188,'OB1K71 6 BRIDGE 9L,117.0,102.62,0,-88.0,100,13.0,88.0,100,15.5,-85.0,100,22.2,-54.0,100,25.95,91.0,100,30.62,-54.0,100,35.29,-54.0,100,39.04,91.0,100,43.72,-54.0,100,48.39,-54.0,100,52.14,91.0,100,56.81,-54.0,100,61.48,-54.0,100,65.23,91.0,100,69.9,-54.0,100,74.58,-54.0,100,78.33,91.0,100,83.0,-54.0,100,87.67,-85,100,91.42,88.0,100,98.12,-88.0,100
